Date,Country,Cases
22/04/2020,Thailand,0.209
23/04/2020,Thailand,0.181
24/04/2020,Thailand,0.209
25/04/2020,Thailand,0.739
26/04/2020,Thailand,0.209
27/04/2020,Thailand,0.126
28/04/2020,Thailand,0.098
29/04/2020,Thailand,0.126
30/04/2020,Thailand,0.098
01/05/2020,Thailand,0.084
02/05/2020,Thailand,0.084
03/05/2020,Thailand,0.042
04/05/2020,Thailand,0.251
05/05/2020,Thailand,0.014
06/05/2020,Thailand,0.014
07/05/2020,Thailand,0.042
08/05/2020,Thailand,0.112
09/05/2020,Thailand,0.056
10/05/2020,Thailand,0.070
11/05/2020,Thailand,0.084
12/05/2020,Thailand,0.028
13/05/2020,Thailand,0.000
14/05/2020,Thailand,0.014
15/05/2020,Thailand,0.098
16/05/2020,Thailand,0.000
17/05/2020,Thailand,0.042
18/05/2020,Thailand,0.042
19/05/2020,Thailand,0.028
20/05/2020,Thailand,0.014
21/05/2020,Thailand,0.042
22/05/2020,Thailand,0.000
23/05/2020,Thailand,0.042
24/05/2020,Thailand,0.000
25/05/2020,Thailand,0.028
26/05/2020,Thailand,0.042
27/05/2020,Thailand,0.126
28/05/2020,Thailand,0.153
29/05/2020,Thailand,0.153
30/05/2020,Thailand,0.014
31/05/2020,Thailand,0.056
01/06/2020,Thailand,0.014
02/06/2020,Thailand,0.014
03/06/2020,Thailand,0.014
04/06/2020,Thailand,0.237
05/06/2020,Thailand,0.014
06/06/2020,Thailand,0.028
07/06/2020,Thailand,0.112
08/06/2020,Thailand,0.098
09/06/2020,Thailand,0.028
10/06/2020,Thailand,0.056
11/06/2020,Thailand,0.000
12/06/2020,Thailand,0.056
13/06/2020,Thailand,0.070
14/06/2020,Thailand,0.014
15/06/2020,Thailand,0.000
16/06/2020,Thailand,0.000
17/06/2020,Thailand,0.000
18/06/2020,Thailand,0.084
19/06/2020,Thailand,0.070
20/06/2020,Thailand,0.014
21/06/2020,Thailand,0.014
22/06/2020,Thailand,0.042
23/06/2020,Thailand,0.070
24/06/2020,Thailand,0.014
25/06/2020,Thailand,0.014
26/06/2020,Thailand,0.056
27/06/2020,Thailand,0.000
28/06/2020,Thailand,0.000
29/06/2020,Thailand,0.098
30/06/2020,Thailand,0.028
01/07/2020,Thailand,0.028
02/07/2020,Thailand,0.084
03/07/2020,Thailand,0.014
04/07/2020,Thailand,0.070
05/07/2020,Thailand,0.070
06/07/2020,Thailand,0.070
07/07/2020,Thailand,0.000
08/07/2020,Thailand,0.028
09/07/2020,Thailand,0.070
10/07/2020,Thailand,0.000
11/07/2020,Thailand,0.195
12/07/2020,Thailand,0.014
13/07/2020,Thailand,0.042
14/07/2020,Thailand,0.098
15/07/2020,Thailand,0.070
16/07/2020,Thailand,0.056
17/07/2020,Thailand,0.042
18/07/2020,Thailand,0.098
19/07/2020,Thailand,0.042
20/07/2020,Thailand,0.014
21/07/2020,Thailand,0.070
22/07/2020,Thailand,0.084
23/07/2020,Thailand,0.112
24/07/2020,Thailand,0.139
25/07/2020,Thailand,0.042
26/07/2020,Thailand,0.126
27/07/2020,Thailand,0.056
28/07/2020,Thailand,0.028
29/07/2020,Thailand,0.014
30/07/2020,Thailand,0.084
31/07/2020,Thailand,0.084
01/08/2020,Thailand,0.028
02/08/2020,Thailand,0.070
03/08/2020,Thailand,0.042
04/08/2020,Thailand,0.014
05/08/2020,Thailand,0.098
06/08/2020,Thailand,0.028
07/08/2020,Thailand,0.209
08/08/2020,Thailand,0.042
09/08/2020,Thailand,0.042
10/08/2020,Thailand,0.000
11/08/2020,Thailand,0.000
12/08/2020,Thailand,0.070
13/08/2020,Thailand,0.042
14/08/2020,Thailand,0.237
15/08/2020,Thailand,0.000
16/08/2020,Thailand,0.014
17/08/2020,Thailand,0.014
18/08/2020,Thailand,0.042
19/08/2020,Thailand,0.014
20/08/2020,Thailand,0.098
21/08/2020,Thailand,0.014
22/08/2020,Thailand,0.000
23/08/2020,Thailand,0.070
24/08/2020,Thailand,0.028
25/08/2020,Thailand,0.070
26/08/2020,Thailand,0.014
27/08/2020,Thailand,0.014
28/08/2020,Thailand,0.084
29/08/2020,Thailand,0.014
30/08/2020,Thailand,0.000
31/08/2020,Thailand,0.014
01/09/2020,Thailand,0.070
02/09/2020,Thailand,0.112
03/09/2020,Thailand,0.028
04/09/2020,Thailand,0.056
05/09/2020,Thailand,0.098
06/09/2020,Thailand,0.084
07/09/2020,Thailand,0.014
08/09/2020,Thailand,0.014
09/09/2020,Thailand,0.014
10/09/2020,Thailand,0.098
11/09/2020,Thailand,0.098
12/09/2020,Thailand,0.070
13/09/2020,Thailand,0.098
14/09/2020,Thailand,0.028
15/09/2020,Thailand,0.070
16/09/2020,Thailand,0.139
17/09/2020,Thailand,0.000
18/09/2020,Thailand,0.098
19/09/2020,Thailand,0.042
20/09/2020,Thailand,0.084
21/09/2020,Thailand,0.000
22/09/2020,Thailand,0.070
23/09/2020,Thailand,0.042
24/09/2020,Thailand,0.028
25/09/2020,Thailand,0.042
26/09/2020,Thailand,0.042
27/09/2020,Thailand,0.014
28/09/2020,Thailand,0.307
29/09/2020,Thailand,0.195
30/09/2020,Thailand,0.070
01/10/2020,Thailand,0.070
02/10/2020,Thailand,0.084
03/10/2020,Thailand,0.112
04/10/2020,Thailand,0.028
05/10/2020,Thailand,0.070
06/10/2020,Thailand,0.139
07/10/2020,Thailand,0.209
08/10/2020,Thailand,0.098
09/10/2020,Thailand,0.084
10/10/2020,Thailand,0.084
11/10/2020,Thailand,0.028
12/10/2020,Thailand,0.070
13/10/2020,Thailand,0.028
14/10/2020,Thailand,0.126
15/10/2020,Thailand,0.181
16/10/2020,Thailand,0.056
17/10/2020,Thailand,0.139
18/10/2020,Thailand,0.098
19/10/2020,Thailand,0.070
20/10/2020,Thailand,0.126
21/10/2020,Thailand,0.126
22/10/2020,Thailand,0.139
23/10/2020,Thailand,0.112
24/10/2020,Thailand,0.056
25/10/2020,Thailand,0.070
26/10/2020,Thailand,0.098
27/10/2020,Thailand,0.042
28/10/2020,Thailand,0.181
29/10/2020,Thailand,0.056
30/10/2020,Thailand,0.167
31/10/2020,Thailand,0.070
01/11/2020,Thailand,0.056
02/11/2020,Thailand,0.042
03/11/2020,Thailand,0.139
04/11/2020,Thailand,0.098
05/11/2020,Thailand,0.084
06/11/2020,Thailand,0.112
07/11/2020,Thailand,0.167
08/11/2020,Thailand,0.098
09/11/2020,Thailand,0.042
10/11/2020,Thailand,0.056
11/11/2020,Thailand,0.042
12/11/2020,Thailand,0.070
13/11/2020,Thailand,0.126
14/11/2020,Thailand,0.070
15/11/2020,Thailand,0.112
16/11/2020,Thailand,0.014
17/11/2020,Thailand,0.042
18/11/2020,Thailand,0.028
19/11/2020,Thailand,0.112
20/11/2020,Thailand,0.056
21/11/2020,Thailand,0.139
22/11/2020,Thailand,0.153
23/11/2020,Thailand,0.098
24/11/2020,Thailand,0.028
25/11/2020,Thailand,0.056
26/11/2020,Thailand,0.223
27/11/2020,Thailand,0.265
28/11/2020,Thailand,0.070
29/11/2020,Thailand,0.153
30/11/2020,Thailand,0.293
01/12/2020,Thailand,0.139
02/12/2020,Thailand,0.251
03/12/2020,Thailand,0.181
04/12/2020,Thailand,0.195
05/12/2020,Thailand,0.265
06/12/2020,Thailand,0.195
07/12/2020,Thailand,0.293
08/12/2020,Thailand,0.265
09/12/2020,Thailand,0.349
10/12/2020,Thailand,0.251
11/12/2020,Thailand,0.153
12/12/2020,Thailand,0.167
13/12/2020,Thailand,0.237
14/12/2020,Thailand,0.391
15/12/2020,Thailand,0.126
16/12/2020,Thailand,0.209
17/12/2020,Thailand,0.279
18/12/2020,Thailand,0.223
19/12/2020,Thailand,0.474
20/12/2020,Thailand,8.034
21/12/2020,Thailand,5.328
22/12/2020,Thailand,5.956
23/12/2020,Thailand,0.642
24/12/2020,Thailand,0.934
25/12/2020,Thailand,1.130
26/12/2020,Thailand,1.534
27/12/2020,Thailand,1.688
28/12/2020,Thailand,2.008
29/12/2020,Thailand,2.162
30/12/2020,Thailand,3.487
31/12/2020,Thailand,2.706
01/01/2021,Thailand,3.891
02/01/2021,Thailand,3.013
03/01/2021,Thailand,4.393
04/01/2021,Thailand,10.391
05/01/2021,Thailand,7.350
06/01/2021,Thailand,5.091
07/01/2021,Thailand,4.254
08/01/2021,Thailand,2.859
09/01/2021,Thailand,2.957
10/01/2021,Thailand,3.417
11/01/2021,Thailand,3.473
12/01/2021,Thailand,4.003
13/01/2021,Thailand,2.190
14/01/2021,Thailand,3.780
15/01/2021,Thailand,2.622
16/01/2021,Thailand,3.208
17/01/2021,Thailand,5.216
18/01/2021,Thailand,5.147
19/01/2021,Thailand,2.385
20/01/2021,Thailand,0.823
21/01/2021,Thailand,1.981
22/01/2021,Thailand,4.310
23/01/2021,Thailand,2.762
24/01/2021,Thailand,2.762
25/01/2021,Thailand,2.608
26/01/2021,Thailand,13.376
27/01/2021,Thailand,11.423
28/01/2021,Thailand,10.544
29/01/2021,Thailand,11.186
30/01/2021,Thailand,12.971
31/01/2021,Thailand,11.563
01/02/2021,Thailand,11.660
02/02/2021,Thailand,11.660
03/02/2021,Thailand,11.088
04/02/2021,Thailand,11.284
05/02/2021,Thailand,8.173
06/02/2021,Thailand,6.834
07/02/2021,Thailand,3.306
08/02/2021,Thailand,2.594
09/02/2021,Thailand,2.636
10/02/2021,Thailand,2.190
11/02/2021,Thailand,2.803
12/02/2021,Thailand,2.441
13/02/2021,Thailand,1.757
14/02/2021,Thailand,2.315
15/02/2021,Thailand,1.995
16/02/2021,Thailand,1.004
17/02/2021,Thailand,2.441
18/02/2021,Thailand,2.092
19/02/2021,Thailand,1.813
20/02/2021,Thailand,1.144
21/02/2021,Thailand,1.283
22/02/2021,Thailand,1.241
23/02/2021,Thailand,1.325
24/02/2021,Thailand,1.297
25/02/2021,Thailand,1.004
26/02/2021,Thailand,0.628
27/02/2021,Thailand,1.004
28/02/2021,Thailand,0.976
01/03/2021,Thailand,1.116
02/03/2021,Thailand,0.586
03/03/2021,Thailand,0.488
04/03/2021,Thailand,0.753
05/03/2021,Thailand,1.102
06/03/2021,Thailand,0.893
07/03/2021,Thailand,0.907
08/03/2021,Thailand,0.990
09/03/2021,Thailand,0.837
10/03/2021,Thailand,0.544
11/03/2021,Thailand,0.809
12/03/2021,Thailand,1.130
13/03/2021,Thailand,1.088
14/03/2021,Thailand,2.371
15/03/2021,Thailand,1.088
16/03/2021,Thailand,2.078
17/03/2021,Thailand,3.459
18/03/2021,Thailand,1.283
19/03/2021,Thailand,1.395
20/03/2021,Thailand,1.660
21/03/2021,Thailand,1.255
22/03/2021,Thailand,1.018
23/03/2021,Thailand,5.593
24/03/2021,Thailand,0.962
25/03/2021,Thailand,1.353
26/03/2021,Thailand,1.869
27/03/2021,Thailand,1.116
28/03/2021,Thailand,1.074
29/03/2021,Thailand,0.544
30/03/2021,Thailand,0.669
31/03/2021,Thailand,0.586
01/04/2021,Thailand,0.363
02/04/2021,Thailand,0.809
03/04/2021,Thailand,1.172
04/04/2021,Thailand,1.339
05/04/2021,Thailand,2.706
06/04/2021,Thailand,3.487
07/04/2021,Thailand,4.658
08/04/2021,Thailand,5.649
09/04/2021,Thailand,7.797
10/04/2021,Thailand,11.005
11/04/2021,Thailand,13.487
12/04/2021,Thailand,13.738
13/04/2021,Thailand,13.459
14/04/2021,Thailand,18.620
15/04/2021,Thailand,21.521
16/04/2021,Thailand,22.107
17/04/2021,Thailand,21.577
18/04/2021,Thailand,24.645
19/04/2021,Thailand,19.387
20/04/2021,Thailand,20.126
21/04/2021,Thailand,20.336
22/04/2021,Thailand,20.503
23/04/2021,Thailand,28.871
24/04/2021,Thailand,39.597
25/04/2021,Thailand,34.004
26/04/2021,Thailand,28.565
27/04/2021,Thailand,30.392
28/04/2021,Thailand,28.063
29/04/2021,Thailand,26.096
30/04/2021,Thailand,22.079
01/05/2021,Thailand,26.375
02/05/2021,Thailand,27.058
03/05/2021,Thailand,28.467
04/05/2021,Thailand,24.590
05/05/2021,Thailand,29.457
06/05/2021,Thailand,26.654
07/05/2021,Thailand,28.509
08/05/2021,Thailand,33.739
09/05/2021,Thailand,29.304
10/05/2021,Thailand,22.735
11/05/2021,Thailand,26.765
12/05/2021,Thailand,27.658
13/05/2021,Thailand,68.162
14/05/2021,Thailand,31.466
15/05/2021,Thailand,43.168
16/05/2021,Thailand,32.107
17/05/2021,Thailand,134.385
18/05/2021,Thailand,34.492
19/05/2021,Thailand,47.338
20/05/2021,Thailand,36.766
21/05/2021,Thailand,48.552
22/05/2021,Thailand,42.568
23/05/2021,Thailand,47.171
24/05/2021,Thailand,37.840
25/05/2021,Thailand,44.995
26/05/2021,Thailand,34.241
27/05/2021,Thailand,46.348
28/05/2021,Thailand,52.429
29/05/2021,Thailand,66.990
30/05/2021,Thailand,63.155
31/05/2021,Thailand,76.502
01/06/2021,Thailand,31.103
02/06/2021,Thailand,47.980
03/06/2021,Thailand,54.200
04/06/2021,Thailand,36.696
05/06/2021,Thailand,39.290
06/06/2021,Thailand,37.254
07/06/2021,Thailand,33.739
08/06/2021,Thailand,37.128
09/06/2021,Thailand,37.380
10/06/2021,Thailand,32.219
11/06/2021,Thailand,31.940
12/06/2021,Thailand,45.706
13/06/2021,Thailand,39.109
14/06/2021,Thailand,46.794
15/06/2021,Thailand,41.843
16/06/2021,Thailand,32.512
17/06/2021,Thailand,43.642
18/06/2021,Thailand,42.652
19/06/2021,Thailand,51.146
20/06/2021,Thailand,51.355
21/06/2021,Thailand,44.284
22/06/2021,Thailand,56.613
23/06/2021,Thailand,44.270
24/06/2021,Thailand,57.297
25/06/2021,Thailand,50.825
26/06/2021,Thailand,58.036
27/06/2021,Thailand,55.721
28/06/2021,Thailand,75.401
29/06/2021,Thailand,65.024
30/06/2021,Thailand,66.753
01/07/2021,Thailand,77.172
02/07/2021,Thailand,84.899
03/07/2021,Thailand,86.893
04/07/2021,Thailand,82.514
05/07/2021,Thailand,86.001
06/07/2021,Thailand,75.596
07/07/2021,Thailand,90.924
08/07/2021,Thailand,98.442
09/07/2021,Thailand,129.378
10/07/2021,Thailand,130.075
11/07/2021,Thailand,133.046
12/07/2021,Thailand,120.730
13/07/2021,Thailand,121.135
14/07/2021,Thailand,129.950
15/07/2021,Thailand,128.122
16/07/2021,Thailand,135.180
17/07/2021,Thailand,140.620
18/07/2021,Thailand,158.961
19/07/2021,Thailand,164.358
20/07/2021,Thailand,157.677
21/07/2021,Thailand,181.346
22/07/2021,Thailand,190.454
23/07/2021,Thailand,203.286
24/07/2021,Thailand,198.892
25/07/2021,Thailand,213.886
26/07/2021,Thailand,214.458
27/07/2021,Thailand,197.358
28/07/2021,Thailand,230.595
29/07/2021,Thailand,246.440
30/07/2021,Thailand,241.921
31/07/2021,Thailand,263.777
01/08/2021,Thailand,251.433
02/08/2021,Thailand,250.638
03/08/2021,Thailand,263.623
04/08/2021,Thailand,281.741
05/08/2021,Thailand,291.783
06/08/2021,Thailand,298.185
07/08/2021,Thailand,304.587
08/08/2021,Thailand,278.714
09/08/2021,Thailand,273.414
10/08/2021,Thailand,276.762
11/08/2021,Thailand,293.429
12/08/2021,Thailand,317.754
13/08/2021,Thailand,326.624
14/08/2021,Thailand,308.046
15/08/2021,Thailand,305.201
16/08/2021,Thailand,295.089
17/08/2021,Thailand,280.737
18/08/2021,Thailand,286.135
19/08/2021,Thailand,291.532
20/08/2021,Thailand,276.873
21/08/2021,Thailand,286.916
22/08/2021,Thailand,265.199
23/08/2021,Thailand,243.957
24/08/2021,Thailand,239.410
25/08/2021,Thailand,256.873
26/08/2021,Thailand,258.044
27/08/2021,Thailand,260.848
28/08/2021,Thailand,250.833
29/08/2021,Thailand,230.637
30/08/2021,Thailand,222.771
31/08/2021,Thailand,204.555
01/09/2021,Thailand,206.452
02/09/2021,Thailand,208.600
03/09/2021,Thailand,204.374
04/09/2021,Thailand,222.352
05/09/2021,Thailand,215.518
06/09/2021,Thailand,195.099
07/09/2021,Thailand,192.770
08/09/2021,Thailand,197.721
09/09/2021,Thailand,223.594
10/09/2021,Thailand,200.887
11/09/2021,Thailand,211.878
12/09/2021,Thailand,195.671
13/09/2021,Thailand,175.502
14/09/2021,Thailand,164.386
15/09/2021,Thailand,192.449
16/09/2021,Thailand,193.830
17/09/2021,Thailand,203.007
18/09/2021,Thailand,196.786
19/09/2021,Thailand,189.352
20/09/2021,Thailand,177.260
21/09/2021,Thailand,152.294
22/09/2021,Thailand,156.938
23/09/2021,Thailand,184.889
24/09/2021,Thailand,177.092
25/09/2021,Thailand,166.771
26/09/2021,Thailand,172.546
27/09/2021,Thailand,143.493
28/09/2021,Thailand,132.349
29/09/2021,Thailand,145.250
30/09/2021,Thailand,162.434
01/10/2021,Thailand,163.940
02/10/2021,Thailand,158.654
03/10/2021,Thailand,151.024
04/10/2021,Thailand,138.499
05/10/2021,Thailand,137.649
06/10/2021,Thailand,137.607
07/10/2021,Thailand,156.213
08/10/2021,Thailand,155.376
09/10/2021,Thailand,148.263
10/10/2021,Thailand,150.871
11/10/2021,Thailand,139.964
12/10/2021,Thailand,131.735
13/10/2021,Thailand,140.368
14/10/2021,Thailand,157.273
15/10/2021,Thailand,146.254
16/10/2021,Thailand,148.514
17/10/2021,Thailand,151.513
18/10/2021,Thailand,141.024
19/10/2021,Thailand,127.230
20/10/2021,Thailand,124.385
21/10/2021,Thailand,135.668
22/10/2021,Thailand,136.826
23/10/2021,Thailand,135.877
24/10/2021,Thailand,130.424
25/10/2021,Thailand,120.995
26/10/2021,Thailand,107.480
27/10/2021,Thailand,117.885
28/10/2021,Thailand,134.706
29/10/2021,Thailand,125.082
30/10/2021,Thailand,128.652
31/10/2021,Thailand,123.562
01/11/2021,Thailand,113.882
02/11/2021,Thailand,105.639
03/11/2021,Thailand,107.103
04/11/2021,Thailand,111.330
05/11/2021,Thailand,113.645
06/11/2021,Thailand,118.094
07/11/2021,Thailand,111.023
08/11/2021,Thailand,105.890
09/11/2021,Thailand,96.294
10/11/2021,Thailand,97.326
11/11/2021,Thailand,104.551
12/11/2021,Thailand,101.887
13/11/2021,Thailand,98.428
14/11/2021,Thailand,98.735
15/11/2021,Thailand,88.470
16/11/2021,Thailand,82.946
17/11/2021,Thailand,90.994
18/11/2021,Thailand,96.252
19/11/2021,Thailand,95.611
20/11/2021,Thailand,91.984
21/11/2021,Thailand,97.717
22/11/2021,Thailand,89.655
23/11/2021,Thailand,71.495
24/11/2021,Thailand,81.691
25/11/2021,Thailand,88.358
26/11/2021,Thailand,91.482
27/11/2021,Thailand,84.704
28/11/2021,Thailand,81.649
29/11/2021,Thailand,66.293
30/11/2021,Thailand,60.058
01/12/2021,Thailand,68.148
02/12/2021,Thailand,69.333
03/12/2021,Thailand,68.511
04/12/2021,Thailand,82.235
05/12/2021,Thailand,65.609
06/12/2021,Thailand,55.790
07/12/2021,Thailand,49.165
08/12/2021,Thailand,50.462
09/12/2021,Thailand,58.622
10/12/2021,Thailand,58.482
11/12/2021,Thailand,56.892
12/12/2021,Thailand,52.819
13/12/2021,Thailand,47.394
14/12/2021,Thailand,39.918
15/12/2021,Thailand,47.003
16/12/2021,Thailand,51.383
17/12/2021,Thailand,49.333
18/12/2021,Thailand,43.684
19/12/2021,Thailand,40.434
20/12/2021,Thailand,35.218
21/12/2021,Thailand,34.534
22/12/2021,Thailand,35.315
23/12/2021,Thailand,41.006
24/12/2021,Thailand,37.254
25/12/2021,Thailand,38.579
26/12/2021,Thailand,35.315
27/12/2021,Thailand,33.990
28/12/2021,Thailand,32.149
29/12/2021,Thailand,35.915
30/12/2021,Thailand,42.359
31/12/2021,Thailand,43.391
01/01/2022,Thailand,41.996
02/01/2022,Thailand,43.405
03/01/2022,Thailand,40.825
04/01/2022,Thailand,43.112
05/01/2022,Thailand,54.382
06/01/2022,Thailand,80.547
07/01/2022,Thailand,104.969
08/01/2022,Thailand,115.249
09/01/2022,Thailand,118.708
10/01/2022,Thailand,110.549
11/01/2022,Thailand,99.488
12/01/2022,Thailand,107.131
13/01/2022,Thailand,113.910
14/01/2022,Thailand,113.784
15/01/2022,Thailand,108.693
16/01/2022,Thailand,112.655
17/01/2022,Thailand,96.643
18/01/2022,Thailand,89.223
19/01/2022,Thailand,99.335
20/01/2022,Thailand,113.380
21/01/2022,Thailand,120.507
22/01/2022,Thailand,113.143
23/01/2022,Thailand,107.201
24/01/2022,Thailand,99.572
25/01/2022,Thailand,93.700
26/01/2022,Thailand,105.820
27/01/2022,Thailand,112.669
28/01/2022,Thailand,117.857
29/01/2022,Thailand,120.200
30/01/2022,Thailand,117.773
31/01/2022,Thailand,111.692
01/02/2022,Thailand,103.519
02/02/2022,Thailand,119.768
03/02/2022,Thailand,127.927
04/02/2022,Thailand,138.207
05/02/2022,Thailand,146.310
06/02/2022,Thailand,151.736
07/02/2022,Thailand,146.031
08/02/2022,Thailand,145.027
09/02/2022,Thailand,183.857
10/02/2022,Thailand,206.731
11/02/2022,Thailand,212.589
12/02/2022,Thailand,227.764
13/02/2022,Thailand,221.515
14/02/2022,Thailand,207.819
15/02/2022,Thailand,200.469
16/02/2022,Thailand,229.605
17/02/2022,Thailand,241.977
18/02/2022,Thailand,251.977
19/02/2022,Thailand,263.400
20/02/2022,Thailand,264.348
21/02/2022,Thailand,263.372
22/02/2022,Thailand,256.119
23/02/2022,Thailand,296.135
24/02/2022,Thailand,328.563
25/02/2022,Thailand,347.741
26/02/2022,Thailand,357.267
27/02/2022,Thailand,344.770
28/02/2022,Thailand,311.184
01/03/2022,Thailand,284.810
02/03/2022,Thailand,309.594
03/03/2022,Thailand,329.414
04/03/2022,Thailand,332.427
05/03/2022,Thailand,318.256
06/03/2022,Thailand,305.187
07/03/2022,Thailand,295.159
08/03/2022,Thailand,264.209
09/03/2022,Thailand,307.865
10/03/2022,Thailand,320.571
11/03/2022,Thailand,345.788
12/03/2022,Thailand,342.999
13/03/2022,Thailand,328.940
14/03/2022,Thailand,308.660
15/03/2022,Thailand,275.353
16/03/2022,Thailand,333.975
17/03/2022,Thailand,355.050
18/03/2022,Thailand,377.575
19/03/2022,Thailand,359.903
20/03/2022,Thailand,348.634
21/03/2022,Thailand,326.945
22/03/2022,Thailand,298.227
23/03/2022,Thailand,350.977
24/03/2022,Thailand,376.919
25/03/2022,Thailand,363.334
26/03/2022,Thailand,365.901
27/03/2022,Thailand,360.140
28/03/2022,Thailand,343.599
29/03/2022,Thailand,302.356
30/03/2022,Thailand,354.115
31/03/2022,Thailand,384.395
01/04/2022,Thailand,395.818
02/04/2022,Thailand,390.937
03/04/2022,Thailand,374.353
04/04/2022,Thailand,347.183
05/04/2022,Thailand,294.127
06/04/2022,Thailand,338.257
07/04/2022,Thailand,363.767
08/04/2022,Thailand,350.642
09/04/2022,Thailand,352.846
10/04/2022,Thailand,350.628
11/04/2022,Thailand,312.244
12/04/2022,Thailand,278.701
13/04/2022,Thailand,321.004
14/04/2022,Thailand,336.611
15/04/2022,Thailand,282.982
16/04/2022,Thailand,263.498
17/04/2022,Thailand,247.918
18/04/2022,Thailand,237.025
19/04/2022,Thailand,235.589
20/04/2022,Thailand,285.298
21/04/2022,Thailand,305.884
22/04/2022,Thailand,304.169
23/04/2022,Thailand,279.677
24/04/2022,Thailand,248.044
25/04/2022,Thailand,209.130
26/04/2022,Thailand,192.700
27/04/2022,Thailand,207.638
28/04/2022,Thailand,201.361
29/04/2022,Thailand,196.005
30/04/2022,Thailand,179.756
01/05/2022,Thailand,160.885
02/05/2022,Thailand,130.145
03/05/2022,Thailand,135.584
04/05/2022,Thailand,129.545
05/05/2022,Thailand,136.547
06/05/2022,Thailand,107.466
07/05/2022,Thailand,117.857
08/05/2022,Thailand,112.710
09/05/2022,Thailand,90.492
10/05/2022,Thailand,86.893
11/05/2022,Thailand,106.699
12/05/2022,Thailand,83.950
13/05/2022,Thailand,136.393
14/05/2022,Thailand,93.951
15/05/2022,Thailand,84.997
16/05/2022,Thailand,73.057
17/05/2022,Thailand,54.298
18/05/2022,Thailand,78.567
19/05/2022,Thailand,87.939
20/05/2022,Thailand,90.143
21/05/2022,Thailand,74.996
22/05/2022,Thailand,66.098
23/05/2022,Thailand,57.171
24/05/2022,Thailand,57.799
25/05/2022,Thailand,69.919
26/05/2022,Thailand,68.678
27/05/2022,Thailand,67.464
28/05/2022,Thailand,62.597
29/05/2022,Thailand,50.895
30/05/2022,Thailand,53.754
31/05/2022,Thailand,55.163
01/06/2022,Thailand,63.643
02/06/2022,Thailand,35.706
03/06/2022,Thailand,41.508
04/06/2022,Thailand,41.857
05/06/2022,Thailand,45.134
06/06/2022,Thailand,30.155
07/06/2022,Thailand,31.019
08/06/2022,Thailand,37.491
09/06/2022,Thailand,44.423
10/06/2022,Thailand,39.555
11/06/2022,Thailand,34.883
12/06/2022,Thailand,34.506
13/06/2022,Thailand,25.120
14/06/2022,Thailand,25.566
15/06/2022,Thailand,31.563
16/06/2022,Thailand,30.029
17/06/2022,Thailand,27.435
18/06/2022,Thailand,31.689
19/06/2022,Thailand,26.389
20/06/2022,Thailand,24.882
21/06/2022,Thailand,23.906
22/06/2022,Thailand,33.293
23/06/2022,Thailand,32.065
24/06/2022,Thailand,32.261
25/06/2022,Thailand,31.187
26/06/2022,Thailand,33.167
27/06/2022,Thailand,24.199
28/06/2022,Thailand,24.562
29/06/2022,Thailand,35.831
30/06/2022,Thailand,37.589
01/07/2022,Thailand,32.833
02/07/2022,Thailand,34.981
03/07/2022,Thailand,32.470
04/07/2022,Thailand,27.825
05/07/2022,Thailand,26.738
06/07/2022,Thailand,33.865
07/07/2022,Thailand,33.000
08/07/2022,Thailand,29.904
09/07/2022,Thailand,29.067
10/07/2022,Thailand,27.951
11/07/2022,Thailand,25.259
12/07/2022,Thailand,23.418
13/07/2022,Thailand,33.349
14/07/2022,Thailand,31.480
15/07/2022,Thailand,25.036
16/07/2022,Thailand,28.244
17/07/2022,Thailand,28.286
18/07/2022,Thailand,25.301
19/07/2022,Thailand,29.639
20/07/2022,Thailand,40.253
21/07/2022,Thailand,36.361
22/07/2022,Thailand,33.809
23/07/2022,Thailand,35.957
24/07/2022,Thailand,33.335
25/07/2022,Thailand,24.269
26/07/2022,Thailand,25.496
27/07/2022,Thailand,38.314
28/07/2022,Thailand,26.528
29/07/2022,Thailand,34.590
30/07/2022,Thailand,27.365
31/07/2022,Thailand,23.209
01/08/2022,Thailand,29.401
02/08/2022,Thailand,25.705
03/08/2022,Thailand,33.921
04/08/2022,Thailand,30.210
05/08/2022,Thailand,31.424
06/08/2022,Thailand,33.209
07/08/2022,Thailand,31.382
08/08/2022,Thailand,25.691
09/08/2022,Thailand,27.268
10/08/2022,Thailand,32.568
11/08/2022,Thailand,32.303
12/08/2022,Thailand,34.241
13/08/2022,Thailand,29.848
14/08/2022,Thailand,24.729
15/08/2022,Thailand,23.195
16/08/2022,Thailand,21.033
17/08/2022,Thailand,34.325
18/08/2022,Thailand,29.890
19/08/2022,Thailand,29.429
20/08/2022,Thailand,26.528
21/08/2022,Thailand,27.449
22/08/2022,Thailand,21.354
23/08/2022,Thailand,20.754
24/08/2022,Thailand,28.760
25/08/2022,Thailand,27.923
26/08/2022,Thailand,24.394
27/08/2022,Thailand,22.749
28/08/2022,Thailand,24.673
29/08/2022,Thailand,17.755
30/08/2022,Thailand,13.864
31/08/2022,Thailand,31.243
01/09/2022,Thailand,27.951
02/09/2022,Thailand,28.537
03/09/2022,Thailand,27.086
04/09/2022,Thailand,22.749
05/09/2022,Thailand,18.969
06/09/2022,Thailand,14.812
07/09/2022,Thailand,22.386
08/09/2022,Thailand,22.135
09/09/2022,Thailand,16.612
10/09/2022,Thailand,15.426
11/09/2022,Thailand,15.245
12/09/2022,Thailand,9.735
