Date,Country,Cases
20/06/2021,Malaysia,155.960
21/06/2021,Malaysia,135.865
22/06/2021,Malaysia,139.754
23/06/2021,Malaysia,154.516
24/06/2021,Malaysia,172.107
25/06/2021,Malaysia,171.252
26/06/2021,Malaysia,170.987
27/06/2021,Malaysia,164.593
28/06/2021,Malaysia,153.750
29/06/2021,Malaysia,189.668
30/06/2021,Malaysia,184.924
01/07/2021,Malaysia,205.904
02/07/2021,Malaysia,205.727
03/07/2021,Malaysia,196.180
04/07/2021,Malaysia,178.118
05/07/2021,Malaysia,188.195
06/07/2021,Malaysia,225.527
07/07/2021,Malaysia,209.115
08/07/2021,Malaysia,261.298
09/07/2021,Malaysia,270.492
10/07/2021,Malaysia,275.589
11/07/2021,Malaysia,268.282
12/07/2021,Malaysia,252.636
13/07/2021,Malaysia,326.446
14/07/2021,Malaysia,342.328
15/07/2021,Malaysia,389.384
16/07/2021,Malaysia,369.524
17/07/2021,Malaysia,369.141
18/07/2021,Malaysia,315.573
19/07/2021,Malaysia,323.293
20/07/2021,Malaysia,364.368
21/07/2021,Malaysia,353.142
22/07/2021,Malaysia,384.051
23/07/2021,Malaysia,458.863
24/07/2021,Malaysia,468.557
25/07/2021,Malaysia,502.236
26/07/2021,Malaysia,427.718
27/07/2021,Malaysia,474.892
28/07/2021,Malaysia,512.844
29/07/2021,Malaysia,505.919
30/07/2021,Malaysia,496.196
31/07/2021,Malaysia,524.070
01/08/2021,Malaysia,505.330
02/08/2021,Malaysia,464.491
03/08/2021,Malaysia,504.004
04/08/2021,Malaysia,583.973
05/08/2021,Malaysia,606.867
06/08/2021,Malaysia,615.501
07/08/2021,Malaysia,567.413
08/08/2021,Malaysia,550.648
09/08/2021,Malaysia,507.864
10/08/2021,Malaysia,589.041
11/08/2021,Malaysia,612.289
12/08/2021,Malaysia,638.454
13/08/2021,Malaysia,632.561
14/08/2021,Malaysia,609.048
15/08/2021,Malaysia,605.394
16/08/2021,Malaysia,581.645
17/08/2021,Malaysia,578.433
18/08/2021,Malaysia,655.367
19/08/2021,Malaysia,676.170
20/08/2021,Malaysia,694.321
21/08/2021,Malaysia,655.957
22/08/2021,Malaysia,583.619
23/08/2021,Malaysia,520.711
24/08/2021,Malaysia,613.969
25/08/2021,Malaysia,667.154
26/08/2021,Malaysia,724.817
27/08/2021,Malaysia,650.299
28/08/2021,Malaysia,665.828
29/08/2021,Malaysia,606.367
30/08/2021,Malaysia,567.738
31/08/2021,Malaysia,615.737
01/09/2021,Malaysia,552.828
02/09/2021,Malaysia,618.418
03/09/2021,Malaysia,570.979
04/09/2021,Malaysia,561.520
05/09/2021,Malaysia,600.974
06/09/2021,Malaysia,511.282
07/09/2021,Malaysia,546.493
08/09/2021,Malaysia,581.439
09/09/2021,Malaysia,568.887
10/09/2021,Malaysia,623.957
11/09/2021,Malaysia,576.047
12/09/2021,Malaysia,565.675
13/09/2021,Malaysia,473.596
14/09/2021,Malaysia,461.692
15/09/2021,Malaysia,574.426
16/09/2021,Malaysia,554.390
17/09/2021,Malaysia,517.912
18/09/2021,Malaysia,458.156
19/09/2021,Malaysia,440.624
20/09/2021,Malaysia,422.680
21/09/2021,Malaysia,464.344
22/09/2021,Malaysia,441.685
23/09/2021,Malaysia,405.266
24/09/2021,Malaysia,428.838
25/09/2021,Malaysia,409.538
26/09/2021,Malaysia,386.113
27/09/2021,Malaysia,322.910
28/09/2021,Malaysia,333.901
29/09/2021,Malaysia,366.372
30/09/2021,Malaysia,375.241
01/10/2021,Malaysia,350.313
02/10/2021,Malaysia,321.614
03/10/2021,Malaysia,267.132
04/10/2021,Malaysia,237.932
05/10/2021,Malaysia,259.796
06/10/2021,Malaysia,276.385
07/10/2021,Malaysia,291.412
08/10/2021,Malaysia,287.316
09/10/2021,Malaysia,257.615
10/10/2021,Malaysia,217.248
11/10/2021,Malaysia,197.683
12/10/2021,Malaysia,214.390
13/10/2021,Malaysia,234.249
14/10/2021,Malaysia,238.198
15/10/2021,Malaysia,218.633
16/10/2021,Malaysia,221.255
17/10/2021,Malaysia,181.064
18/10/2021,Malaysia,160.114
19/10/2021,Malaysia,169.278
20/10/2021,Malaysia,162.531
21/10/2021,Malaysia,182.980
22/10/2021,Malaysia,195.355
23/10/2021,Malaysia,171.724
24/10/2021,Malaysia,166.950
25/10/2021,Malaysia,140.903
26/10/2021,Malaysia,168.718
27/10/2021,Malaysia,181.153
28/10/2021,Malaysia,187.900
29/10/2021,Malaysia,178.560
30/10/2021,Malaysia,172.490
31/10/2021,Malaysia,146.708
01/11/2021,Malaysia,136.307
02/11/2021,Malaysia,149.419
03/11/2021,Malaysia,155.901
04/11/2021,Malaysia,168.335
05/11/2021,Malaysia,145.028
06/11/2021,Malaysia,138.516
07/11/2021,Malaysia,127.968
08/11/2021,Malaysia,133.861
09/11/2021,Malaysia,159.201
10/11/2021,Malaysia,183.952
11/11/2021,Malaysia,186.309
12/11/2021,Malaysia,192.025
13/11/2021,Malaysia,171.164
14/11/2021,Malaysia,152.100
15/11/2021,Malaysia,151.540
16/11/2021,Malaysia,159.496
17/11/2021,Malaysia,185.278
18/11/2021,Malaysia,187.989
19/11/2021,Malaysia,187.252
20/11/2021,Malaysia,172.637
21/11/2021,Malaysia,143.025
22/11/2021,Malaysia,143.938
23/11/2021,Malaysia,164.829
24/11/2021,Malaysia,169.573
25/11/2021,Malaysia,181.035
26/11/2021,Malaysia,162.089
27/11/2021,Malaysia,150.185
28/11/2021,Malaysia,124.903
29/11/2021,Malaysia,120.425
30/11/2021,Malaysia,143.761
01/12/2021,Malaysia,160.262
02/12/2021,Malaysia,171.076
03/12/2021,Malaysia,163.562
04/12/2021,Malaysia,144.262
05/12/2021,Malaysia,126.642
06/12/2021,Malaysia,125.581
07/12/2021,Malaysia,146.295
08/12/2021,Malaysia,147.916
09/12/2021,Malaysia,160.468
10/12/2021,Malaysia,149.036
11/12/2021,Malaysia,136.307
12/12/2021,Malaysia,102.834
13/12/2021,Malaysia,103.246
14/12/2021,Malaysia,120.719
15/12/2021,Malaysia,114.915
16/12/2021,Malaysia,125.581
17/12/2021,Malaysia,128.528
18/12/2021,Malaysia,120.307
19/12/2021,Malaysia,91.578
20/12/2021,Malaysia,76.286
21/12/2021,Malaysia,92.521
22/12/2021,Malaysia,103.688
23/12/2021,Malaysia,103.423
24/12/2021,Malaysia,103.954
25/12/2021,Malaysia,93.110
26/12/2021,Malaysia,81.855
27/12/2021,Malaysia,81.236
28/12/2021,Malaysia,85.361
29/12/2021,Malaysia,108.521
30/12/2021,Malaysia,117.773
31/12/2021,Malaysia,105.280
01/01/2022,Malaysia,99.770
02/01/2022,Malaysia,84.919
03/01/2022,Malaysia,79.262
04/01/2022,Malaysia,83.740
05/01/2022,Malaysia,96.352
06/01/2022,Malaysia,104.396
07/01/2022,Malaysia,99.622
08/01/2022,Malaysia,95.792
09/01/2022,Malaysia,85.096
10/01/2022,Malaysia,77.818
11/01/2022,Malaysia,93.552
12/01/2022,Malaysia,94.230
13/01/2022,Malaysia,108.550
14/01/2022,Malaysia,98.591
15/01/2022,Malaysia,90.576
16/01/2022,Malaysia,88.691
17/01/2022,Malaysia,69.008
18/01/2022,Malaysia,95.615
19/01/2022,Malaysia,95.143
20/01/2022,Malaysia,110.907
21/01/2022,Malaysia,119.217
22/01/2022,Malaysia,121.279
23/01/2022,Malaysia,113.618
24/01/2022,Malaysia,94.702
25/01/2022,Malaysia,119.806
26/01/2022,Malaysia,139.783
27/01/2022,Malaysia,160.262
28/01/2022,Malaysia,162.707
29/01/2022,Malaysia,151.422
30/01/2022,Malaysia,144.822
31/01/2022,Malaysia,140.667
01/02/2022,Malaysia,164.004
02/02/2022,Malaysia,169.013
03/02/2022,Malaysia,168.542
04/02/2022,Malaysia,213.152
05/02/2022,Malaysia,268.635
06/02/2022,Malaysia,297.275
07/02/2022,Malaysia,325.120
08/02/2022,Malaysia,410.864
09/02/2022,Malaysia,504.859
10/02/2022,Malaysia,562.493
11/02/2022,Malaysia,616.974
12/02/2022,Malaysia,671.868
13/02/2022,Malaysia,620.893
14/02/2022,Malaysia,628.053
15/02/2022,Malaysia,652.156
16/02/2022,Malaysia,820.049
17/02/2022,Malaysia,786.753
18/02/2022,Malaysia,819.371
19/02/2022,Malaysia,849.338
20/02/2022,Malaysia,790.613
21/02/2022,Malaysia,739.550
22/02/2022,Malaysia,800.838
23/02/2022,Malaysia,919.288
24/02/2022,Malaysia,944.952
25/02/2022,Malaysia,902.935
26/02/2022,Malaysia,804.373
27/02/2022,Malaysia,720.898
28/02/2022,Malaysia,680.649
01/03/2022,Malaysia,761.796
02/03/2022,Malaysia,810.296
03/03/2022,Malaysia,956.650
04/03/2022,Malaysia,978.513
05/03/2022,Malaysia,984.318
06/03/2022,Malaysia,808.381
07/03/2022,Malaysia,791.320
08/03/2022,Malaysia,927.863
09/03/2022,Malaysia,891.208
10/03/2022,Malaysia,907.148
11/03/2022,Malaysia,966.462
12/03/2022,Malaysia,773.464
13/03/2022,Malaysia,664.001
14/03/2022,Malaysia,649.121
15/03/2022,Malaysia,781.832
16/03/2022,Malaysia,833.809
17/03/2022,Malaysia,795.681
18/03/2022,Malaysia,714.269
19/03/2022,Malaysia,658.284
20/03/2022,Malaysia,562.935
21/03/2022,Malaysia,525.308
22/03/2022,Malaysia,633.003
23/03/2022,Malaysia,662.704
24/03/2022,Malaysia,716.478
25/03/2022,Malaysia,643.493
26/03/2022,Malaysia,616.503
27/03/2022,Malaysia,496.873
28/03/2022,Malaysia,392.949
29/03/2022,Malaysia,448.315
30/03/2022,Malaysia,469.706
31/03/2022,Malaysia,546.876
01/04/2022,Malaysia,514.936
02/04/2022,Malaysia,432.904
03/04/2022,Malaysia,364.781
04/04/2022,Malaysia,294.712
05/04/2022,Malaysia,354.085
06/04/2022,Malaysia,356.678
07/04/2022,Malaysia,353.407
08/04/2022,Malaysia,440.330
09/04/2022,Malaysia,299.868
10/04/2022,Malaysia,239.023
11/04/2022,Malaysia,228.032
12/04/2022,Malaysia,265.247
13/04/2022,Malaysia,296.185
14/04/2022,Malaysia,306.822
15/04/2022,Malaysia,285.018
16/04/2022,Malaysia,285.961
17/04/2022,Malaysia,195.149
18/04/2022,Malaysia,210.382
19/04/2022,Malaysia,178.825
20/04/2022,Malaysia,205.314
21/04/2022,Malaysia,173.816
22/04/2022,Malaysia,186.869
23/04/2022,Malaysia,165.713
24/04/2022,Malaysia,118.038
25/04/2022,Malaysia,73.015
26/04/2022,Malaysia,99.033
27/04/2022,Malaysia,102.274
28/04/2022,Malaysia,86.481
29/04/2022,Malaysia,75.991
30/04/2022,Malaysia,62.083
01/05/2022,Malaysia,44.286
02/05/2022,Malaysia,39.837
03/05/2022,Malaysia,27.167
04/05/2022,Malaysia,31.056
05/05/2022,Malaysia,37.657
06/05/2022,Malaysia,36.861
07/05/2022,Malaysia,40.426
08/05/2022,Malaysia,63.439
09/05/2022,Malaysia,66.179
10/05/2022,Malaysia,76.757
11/05/2022,Malaysia,97.854
12/05/2022,Malaysia,100.477
13/05/2022,Malaysia,89.250
14/05/2022,Malaysia,69.921
15/05/2022,Malaysia,65.973
16/05/2022,Malaysia,50.003
17/05/2022,Malaysia,43.285
18/05/2022,Malaysia,59.432
19/05/2022,Malaysia,62.584
20/05/2022,Malaysia,60.787
21/05/2022,Malaysia,59.638
22/05/2022,Malaysia,53.450
23/05/2022,Malaysia,45.494
24/05/2022,Malaysia,56.514
25/05/2022,Malaysia,71.601
26/05/2022,Malaysia,54.363
27/05/2022,Malaysia,55.306
28/05/2022,Malaysia,48.470
29/05/2022,Malaysia,34.032
30/05/2022,Malaysia,39.042
31/05/2022,Malaysia,42.754
01/06/2022,Malaysia,53.303
02/06/2022,Malaysia,55.306
03/06/2022,Malaysia,54.334
04/06/2022,Malaysia,46.879
05/06/2022,Malaysia,40.014
06/06/2022,Malaysia,39.189
07/06/2022,Malaysia,33.237
08/06/2022,Malaysia,44.728
09/06/2022,Malaysia,55.601
10/06/2022,Malaysia,0.000
11/06/2022,Malaysia,114.178
12/06/2022,Malaysia,46.290
13/06/2022,Malaysia,61.641
14/06/2022,Malaysia,56.632
15/06/2022,Malaysia,68.360
16/06/2022,Malaysia,59.903
17/06/2022,Malaysia,62.761
18/06/2022,Malaysia,62.673
19/06/2022,Malaysia,49.796
20/06/2022,Malaysia,61.671
21/06/2022,Malaysia,56.603
22/06/2022,Malaysia,71.453
23/06/2022,Malaysia,82.385
24/06/2022,Malaysia,74.017
25/06/2022,Malaysia,67.829
26/06/2022,Malaysia,59.019
27/06/2022,Malaysia,55.807
28/06/2022,Malaysia,59.667
29/06/2022,Malaysia,76.757
30/06/2022,Malaysia,84.477
01/07/2022,Malaysia,81.707
02/07/2022,Malaysia,74.459
03/07/2022,Malaysia,0.000
04/07/2022,Malaysia,74.724
05/07/2022,Malaysia,56.514
06/07/2022,Malaysia,86.392
07/07/2022,Malaysia,104.926
08/07/2022,Malaysia,118.451
09/07/2022,Malaysia,105.751
10/07/2022,Malaysia,82.473
11/07/2022,Malaysia,96.175
12/07/2022,Malaysia,71.218
13/07/2022,Malaysia,69.096
14/07/2022,Malaysia,115.917
15/07/2022,Malaysia,120.749
16/07/2022,Malaysia,153.514
17/07/2022,Malaysia,148.711
18/07/2022,Malaysia,116.565
19/07/2022,Malaysia,90.753
20/07/2022,Malaysia,114.974
21/07/2022,Malaysia,167.510
22/07/2022,Malaysia,135.157
23/07/2022,Malaysia,114.325
24/07/2022,Malaysia,141.905
25/07/2022,Malaysia,80.146
26/07/2022,Malaysia,97.236
27/07/2022,Malaysia,140.225
28/07/2022,Malaysia,132.682
29/07/2022,Malaysia,115.681
30/07/2022,Malaysia,143.201
31/07/2022,Malaysia,125.846
01/08/2022,Malaysia,82.002
02/08/2022,Malaysia,94.672
03/08/2022,Malaysia,123.872
04/08/2022,Malaysia,157.050
05/08/2022,Malaysia,130.030
06/08/2022,Malaysia,0.000
07/08/2022,Malaysia,253.726
08/08/2022,Malaysia,80.381
09/08/2022,Malaysia,84.359
10/08/2022,Malaysia,90.842
11/08/2022,Malaysia,144.262
12/08/2022,Malaysia,142.347
13/08/2022,Malaysia,116.182
14/08/2022,Malaysia,127.703
15/08/2022,Malaysia,89.722
16/08/2022,Malaysia,71.807
17/08/2022,Malaysia,101.037
18/08/2022,Malaysia,103.600
19/08/2022,Malaysia,119.953
20/08/2022,Malaysia,102.834
21/08/2022,Malaysia,82.444
22/08/2022,Malaysia,72.603
23/08/2022,Malaysia,61.229
24/08/2022,Malaysia,80.205
25/08/2022,Malaysia,77.671
26/08/2022,Malaysia,94.466
27/08/2022,Malaysia,91.873
28/08/2022,Malaysia,73.398
29/08/2022,Malaysia,64.558
30/08/2022,Malaysia,57.339
31/08/2022,Malaysia,63.174
01/09/2022,Malaysia,68.949
02/09/2022,Malaysia,69.420
03/09/2022,Malaysia,68.595
04/09/2022,Malaysia,66.120
05/09/2022,Malaysia,56.102
06/09/2022,Malaysia,43.785
07/09/2022,Malaysia,60.905
08/09/2022,Malaysia,71.542
09/09/2022,Malaysia,65.590
10/09/2022,Malaysia,58.636
11/09/2022,Malaysia,58.076
12/09/2022,Malaysia,43.697
13/09/2022,Malaysia,54.422
14/09/2022,Malaysia,57.222
15/09/2022,Malaysia,71.630
16/09/2022,Malaysia,69.980
17/09/2022,Malaysia,0.000
18/09/2022,Malaysia,104.572
19/09/2022,Malaysia,48.294
20/09/2022,Malaysia,38.511
21/09/2022,Malaysia,49.119
22/09/2022,Malaysia,62.201
23/09/2022,Malaysia,66.150
24/09/2022,Malaysia,60.993
25/09/2022,Malaysia,56.691
26/09/2022,Malaysia,47.380
27/09/2022,Malaysia,34.946
28/09/2022,Malaysia,45.730
29/09/2022,Malaysia,72.043
30/09/2022,Malaysia,55.012
01/10/2022,Malaysia,59.137
02/10/2022,Malaysia,47.911
03/10/2022,Malaysia,40.073
04/10/2022,Malaysia,36.655
05/10/2022,Malaysia,43.697
06/10/2022,Malaysia,50.739
07/10/2022,Malaysia,52.861
08/10/2022,Malaysia,52.684
09/10/2022,Malaysia,47.940
10/10/2022,Malaysia,42.813
11/10/2022,Malaysia,36.566
12/10/2022,Malaysia,38.040
13/10/2022,Malaysia,47.970
14/10/2022,Malaysia,61.582
15/10/2022,Malaysia,65.737
16/10/2022,Malaysia,59.608
17/10/2022,Malaysia,50.445
18/10/2022,Malaysia,35.653
19/10/2022,Malaysia,55.189
20/10/2022,Malaysia,67.623
21/10/2022,Malaysia,75.461
22/10/2022,Malaysia,66.474
23/10/2022,Malaysia,77.140
24/10/2022,Malaysia,60.522
25/10/2022,Malaysia,51.181
26/10/2022,Malaysia,51.358
27/10/2022,Malaysia,62.938
28/10/2022,Malaysia,81.383
29/10/2022,Malaysia,93.965
30/10/2022,Malaysia,92.197
31/10/2022,Malaysia,97.118
01/11/2022,Malaysia,85.832
02/11/2022,Malaysia,85.832
03/11/2022,Malaysia,116.948
04/11/2022,Malaysia,138.811
05/11/2022,Malaysia,128.469
06/11/2022,Malaysia,136.159
07/11/2022,Malaysia,115.298
08/11/2022,Malaysia,74.282
09/11/2022,Malaysia,111.408
10/11/2022,Malaysia,96.263
11/11/2022,Malaysia,101.243
12/11/2022,Malaysia,84.919
13/11/2022,Malaysia,95.615
14/11/2022,Malaysia,65.825
15/11/2022,Malaysia,51.535
16/11/2022,Malaysia,84.035
17/11/2022,Malaysia,97.353
18/11/2022,Malaysia,101.862
19/11/2022,Malaysia,89.486
20/11/2022,Malaysia,72.190
21/11/2022,Malaysia,48.117
22/11/2022,Malaysia,62.496
23/11/2022,Malaysia,74.135
24/11/2022,Malaysia,104.219
25/11/2022,Malaysia,84.772
26/11/2022,Malaysia,89.103
27/11/2022,Malaysia,85.390
28/11/2022,Malaysia,59.579
29/11/2022,Malaysia,72.632
30/11/2022,Malaysia,49.266
01/12/2022,Malaysia,51.181
02/12/2022,Malaysia,69.980
03/12/2022,Malaysia,54.982
04/12/2022,Malaysia,71.336
05/12/2022,Malaysia,44.257
06/12/2022,Malaysia,46.437
07/12/2022,Malaysia,48.588
08/12/2022,Malaysia,49.561
09/12/2022,Malaysia,47.616
10/12/2022,Malaysia,35.800
11/12/2022,Malaysia,50.003
12/12/2022,Malaysia,25.546
13/12/2022,Malaysia,23.837
14/12/2022,Malaysia,30.644
15/12/2022,Malaysia,36.566
16/12/2022,Malaysia,34.209
17/12/2022,Malaysia,29.259
18/12/2022,Malaysia,33.532
19/12/2022,Malaysia,24.957
20/12/2022,Malaysia,21.244
21/12/2022,Malaysia,24.044
22/12/2022,Malaysia,28.994
23/12/2022,Malaysia,25.281
24/12/2022,Malaysia,38.246
25/12/2022,Malaysia,22.570
26/12/2022,Malaysia,6.276
27/12/2022,Malaysia,14.143
28/12/2022,Malaysia,12.464
29/12/2022,Malaysia,14.143
30/12/2022,Malaysia,20.007
31/12/2022,Malaysia,17.178
01/01/2023,Malaysia,15.116
02/01/2023,Malaysia,12.375
03/01/2023,Malaysia,10.637
04/01/2023,Malaysia,9.782
05/01/2023,Malaysia,12.758
06/01/2023,Malaysia,16.825
07/01/2023,Malaysia,16.000
08/01/2023,Malaysia,16.825
09/01/2023,Malaysia,11.933
10/01/2023,Malaysia,11.285
11/01/2023,Malaysia,11.197
12/01/2023,Malaysia,10.814
13/01/2023,Malaysia,11.285
14/01/2023,Malaysia,9.429
15/01/2023,Malaysia,8.457
16/01/2023,Malaysia,7.190
17/01/2023,Malaysia,6.689
18/01/2023,Malaysia,10.313
19/01/2023,Malaysia,10.932
20/01/2023,Malaysia,9.370
21/01/2023,Malaysia,8.398
22/01/2023,Malaysia,8.633
23/01/2023,Malaysia,9.105
24/01/2023,Malaysia,4.184
25/01/2023,Malaysia,2.976
26/01/2023,Malaysia,3.889
27/01/2023,Malaysia,5.068
28/01/2023,Malaysia,6.954
29/01/2023,Malaysia,7.602
30/01/2023,Malaysia,7.926
31/01/2023,Malaysia,5.952
01/02/2023,Malaysia,7.396
02/02/2023,Malaysia,9.576
03/02/2023,Malaysia,9.547
04/02/2023,Malaysia,10.018
05/02/2023,Malaysia,5.952
06/02/2023,Malaysia,6.217
07/02/2023,Malaysia,5.156
08/02/2023,Malaysia,5.422
09/02/2023,Malaysia,5.569
10/02/2023,Malaysia,7.926
11/02/2023,Malaysia,7.514
12/02/2023,Malaysia,7.632
13/02/2023,Malaysia,4.714
14/02/2023,Malaysia,4.832
15/02/2023,Malaysia,5.893
16/02/2023,Malaysia,6.983
17/02/2023,Malaysia,8.280
18/02/2023,Malaysia,7.101
19/02/2023,Malaysia,6.247
20/02/2023,Malaysia,5.481
21/02/2023,Malaysia,4.921
22/02/2023,Malaysia,5.422
23/02/2023,Malaysia,6.748
24/02/2023,Malaysia,6.600
25/02/2023,Malaysia,5.068
26/02/2023,Malaysia,6.040
27/02/2023,Malaysia,6.099
28/02/2023,Malaysia,5.598
01/03/2023,Malaysia,6.070
02/03/2023,Malaysia,6.394
03/03/2023,Malaysia,7.190
04/03/2023,Malaysia,5.009
05/03/2023,Malaysia,6.011
06/03/2023,Malaysia,4.832
07/03/2023,Malaysia,5.539
08/03/2023,Malaysia,6.659
09/03/2023,Malaysia,6.924
10/03/2023,Malaysia,8.221
11/03/2023,Malaysia,0.000
12/03/2023,Malaysia,13.967
13/03/2023,Malaysia,0.000
14/03/2023,Malaysia,0.000
15/03/2023,Malaysia,0.000
16/03/2023,Malaysia,0.000
17/03/2023,Malaysia,0.000
18/03/2023,Malaysia,0.000
19/03/2023,Malaysia,54.452
20/03/2023,Malaysia,0.000
21/03/2023,Malaysia,0.000
22/03/2023,Malaysia,0.000
23/03/2023,Malaysia,0.000
24/03/2023,Malaysia,0.000
25/03/2023,Malaysia,0.000
26/03/2023,Malaysia,65.649
27/03/2023,Malaysia,0.000
28/03/2023,Malaysia,0.000
29/03/2023,Malaysia,0.000
30/03/2023,Malaysia,0.000
31/03/2023,Malaysia,0.000
01/04/2023,Malaysia,0.000
02/04/2023,Malaysia,90.429
03/04/2023,Malaysia,0.000
04/04/2023,Malaysia,0.000
05/04/2023,Malaysia,0.000
06/04/2023,Malaysia,0.000
07/04/2023,Malaysia,0.000
08/04/2023,Malaysia,0.000
09/04/2023,Malaysia,134.774
10/04/2023,Malaysia,0.000
11/04/2023,Malaysia,0.000
12/04/2023,Malaysia,0.000
13/04/2023,Malaysia,0.000
14/04/2023,Malaysia,0.000
15/04/2023,Malaysia,0.000
16/04/2023,Malaysia,125.758
17/04/2023,Malaysia,0.000
18/04/2023,Malaysia,25.959
19/04/2023,Malaysia,0.000
20/04/2023,Malaysia,0.000
21/04/2023,Malaysia,0.000
22/04/2023,Malaysia,0.000
23/04/2023,Malaysia,141.934
24/04/2023,Malaysia,0.000
25/04/2023,Malaysia,0.000
26/04/2023,Malaysia,0.000
27/04/2023,Malaysia,0.000
28/04/2023,Malaysia,0.000
29/04/2023,Malaysia,0.000
30/04/2023,Malaysia,141.934
01/05/2023,Malaysia,4.302
02/05/2023,Malaysia,0.000
03/05/2023,Malaysia,0.000
04/05/2023,Malaysia,0.000
05/05/2023,Malaysia,0.000
06/05/2023,Malaysia,0.000
07/05/2023,Malaysia,0.000
08/05/2023,Malaysia,223.818
09/05/2023,Malaysia,0.000
10/05/2023,Malaysia,0.000
11/05/2023,Malaysia,0.000
12/05/2023,Malaysia,0.000
13/05/2023,Malaysia,0.000
14/05/2023,Malaysia,0.000
15/05/2023,Malaysia,359.742
16/05/2023,Malaysia,0.000
17/05/2023,Malaysia,0.000
18/05/2023,Malaysia,0.000
19/05/2023,Malaysia,0.000
20/05/2023,Malaysia,0.000
21/05/2023,Malaysia,0.000
22/05/2023,Malaysia,189.727
23/05/2023,Malaysia,0.000
24/05/2023,Malaysia,0.000
25/05/2023,Malaysia,0.000
26/05/2023,Malaysia,0.000
27/05/2023,Malaysia,0.000
28/05/2023,Malaysia,0.000
29/05/2023,Malaysia,170.928
30/05/2023,Malaysia,0.000
31/05/2023,Malaysia,0.000
01/06/2023,Malaysia,0.000
02/06/2023,Malaysia,0.000
03/06/2023,Malaysia,0.000
04/06/2023,Malaysia,0.000
05/06/2023,Malaysia,133.272
06/06/2023,Malaysia,0.000
07/06/2023,Malaysia,0.000
08/06/2023,Malaysia,0.000
09/06/2023,Malaysia,0.000
10/06/2023,Malaysia,0.000
11/06/2023,Malaysia,0.000
12/06/2023,Malaysia,112.381
13/06/2023,Malaysia,0.000
14/06/2023,Malaysia,0.000
15/06/2023,Malaysia,0.000
16/06/2023,Malaysia,0.000
17/06/2023,Malaysia,0.000
18/06/2023,Malaysia,0.000
19/06/2023,Malaysia,101.154
20/06/2023,Malaysia,0.000
21/06/2023,Malaysia,0.000
22/06/2023,Malaysia,0.000
23/06/2023,Malaysia,0.000
24/06/2023,Malaysia,0.000
25/06/2023,Malaysia,0.000
26/06/2023,Malaysia,79.497
27/06/2023,Malaysia,0.000
28/06/2023,Malaysia,0.000
29/06/2023,Malaysia,0.000
30/06/2023,Malaysia,0.000
01/07/2023,Malaysia,0.000
02/07/2023,Malaysia,0.000
03/07/2023,Malaysia,33.679
04/07/2023,Malaysia,0.000
05/07/2023,Malaysia,0.000
06/07/2023,Malaysia,0.000
07/07/2023,Malaysia,0.000
08/07/2023,Malaysia,0.000
09/07/2023,Malaysia,0.000
10/07/2023,Malaysia,36.007
11/07/2023,Malaysia,0.000
12/07/2023,Malaysia,0.000
13/07/2023,Malaysia,0.000
14/07/2023,Malaysia,0.000
15/07/2023,Malaysia,0.000
16/07/2023,Malaysia,0.000
17/07/2023,Malaysia,35.417
18/07/2023,Malaysia,0.000
19/07/2023,Malaysia,0.000
20/07/2023,Malaysia,0.000
21/07/2023,Malaysia,0.000
22/07/2023,Malaysia,0.000
23/07/2023,Malaysia,0.000
24/07/2023,Malaysia,28.228
25/07/2023,Malaysia,0.000
26/07/2023,Malaysia,0.000
27/07/2023,Malaysia,0.000
28/07/2023,Malaysia,0.000
29/07/2023,Malaysia,0.000
30/07/2023,Malaysia,27.521
31/07/2023,Malaysia,0.000
01/08/2023,Malaysia,0.000
02/08/2023,Malaysia,0.000
03/08/2023,Malaysia,0.000
04/08/2023,Malaysia,0.000
05/08/2023,Malaysia,0.000
06/08/2023,Malaysia,20.478
07/08/2023,Malaysia,0.000
08/08/2023,Malaysia,0.000
09/08/2023,Malaysia,0.000
10/08/2023,Malaysia,0.000
11/08/2023,Malaysia,0.000
12/08/2023,Malaysia,0.000
13/08/2023,Malaysia,17.149
14/08/2023,Malaysia,0.000
15/08/2023,Malaysia,0.000
16/08/2023,Malaysia,0.000
17/08/2023,Malaysia,0.000
18/08/2023,Malaysia,0.000
19/08/2023,Malaysia,0.000
20/08/2023,Malaysia,20.920
21/08/2023,Malaysia,0.000
22/08/2023,Malaysia,0.000
23/08/2023,Malaysia,0.000
24/08/2023,Malaysia,0.000
25/08/2023,Malaysia,0.000
26/08/2023,Malaysia,0.000
27/08/2023,Malaysia,20.508
28/08/2023,Malaysia,0.000
29/08/2023,Malaysia,0.000
30/08/2023,Malaysia,0.000
31/08/2023,Malaysia,0.000
01/04/2020,Thailand,1.674
02/04/2020,Thailand,1.451
03/04/2020,Thailand,1.437
04/04/2020,Thailand,1.241
05/04/2020,Thailand,1.423
06/04/2020,Thailand,0.711
07/04/2020,Thailand,0.530
08/04/2020,Thailand,1.548
09/04/2020,Thailand,0.753
10/04/2020,Thailand,0.697
11/04/2020,Thailand,0.628
12/04/2020,Thailand,0.460
13/04/2020,Thailand,0.391
14/04/2020,Thailand,0.474
15/04/2020,Thailand,0.418
16/04/2020,Thailand,0.404
17/04/2020,Thailand,0.391
18/04/2020,Thailand,0.460
19/04/2020,Thailand,0.446
20/04/2020,Thailand,0.377
21/04/2020,Thailand,0.265
