Country,Date,Type,Number_per_10000
Malaysia,02/08/2021,New_case,497.677
Malaysia,03/08/2021,New_case,501.836
Malaysia,04/08/2021,New_case,511.998
Malaysia,05/08/2021,New_case,526.419
Malaysia,06/08/2021,New_case,543.462
Malaysia,07/08/2021,New_case,549.654
Malaysia,08/08/2021,New_case,556.128
Malaysia,09/08/2021,New_case,562.324
Malaysia,10/08/2021,New_case,574.472
Malaysia,11/08/2021,New_case,578.518
Malaysia,12/08/2021,New_case,583.03
Malaysia,13/08/2021,New_case,585.467
Malaysia,14/08/2021,New_case,591.415
Malaysia,15/08/2021,New_case,599.236
Malaysia,16/08/2021,New_case,609.776
Malaysia,17/08/2021,New_case,608.261
Malaysia,18/08/2021,New_case,614.415
Malaysia,19/08/2021,New_case,619.803
Malaysia,20/08/2021,New_case,628.626
Malaysia,21/08/2021,New_case,635.327
Malaysia,22/08/2021,New_case,632.216
Malaysia,23/08/2021,New_case,623.511
Malaysia,24/08/2021,New_case,628.588
Malaysia,25/08/2021,New_case,630.271
Malaysia,26/08/2021,New_case,637.221
Malaysia,27/08/2021,New_case,630.932
Malaysia,28/08/2021,New_case,632.342
Malaysia,29/08/2021,New_case,635.592
Malaysia,30/08/2021,New_case,642.31
Malaysia,31/08/2021,New_case,642.563
Malaysia,01/09/2021,New_case,626.23
Malaysia,02/09/2021,New_case,611.031
Malaysia,03/09/2021,New_case,599.699
Malaysia,04/09/2021,New_case,584.798
Malaysia,05/09/2021,New_case,584.028
Malaysia,06/09/2021,New_case,575.963
Malaysia,07/09/2021,New_case,566.071
Malaysia,08/09/2021,New_case,570.158
Malaysia,09/09/2021,New_case,563.082
Malaysia,10/09/2021,New_case,570.65
Malaysia,11/09/2021,New_case,572.726
Malaysia,12/09/2021,New_case,567.683
Malaysia,13/09/2021,New_case,562.299
Malaysia,14/09/2021,New_case,550.185
Malaysia,15/09/2021,New_case,549.183
Malaysia,16/09/2021,New_case,547.112
Malaysia,17/09/2021,New_case,531.962
Malaysia,18/09/2021,New_case,515.121
Malaysia,19/09/2021,New_case,497.257
Malaysia,20/09/2021,New_case,489.983
Malaysia,21/09/2021,New_case,490.362
Malaysia,22/09/2021,New_case,471.399
Malaysia,23/09/2021,New_case,450.095
Malaysia,24/09/2021,New_case,437.37
Malaysia,25/09/2021,New_case,430.425
Malaysia,26/09/2021,New_case,422.638
Malaysia,27/09/2021,New_case,408.385
Malaysia,28/09/2021,New_case,389.75
Malaysia,29/09/2021,New_case,378.991
Malaysia,30/09/2021,New_case,374.702
Malaysia,01/10/2021,New_case,363.484
Malaysia,02/10/2021,New_case,350.923
Malaysia,03/10/2021,New_case,333.926
Malaysia,04/10/2021,New_case,321.786
Malaysia,05/10/2021,New_case,311.2
Malaysia,06/10/2021,New_case,298.345
Malaysia,07/10/2021,New_case,286.369
Malaysia,08/10/2021,New_case,277.37
Malaysia,09/10/2021,New_case,268.227
Malaysia,10/10/2021,New_case,261.101
Malaysia,11/10/2021,New_case,255.351
Malaysia,12/10/2021,New_case,248.864
Malaysia,13/10/2021,New_case,242.845
Malaysia,14/10/2021,New_case,235.243
Malaysia,15/10/2021,New_case,225.431
Malaysia,16/10/2021,New_case,220.236
Malaysia,17/10/2021,New_case,215.067
Malaysia,18/10/2021,New_case,209.7
Malaysia,19/10/2021,New_case,203.256
Malaysia,20/10/2021,New_case,193.01
Malaysia,21/10/2021,New_case,185.122
Malaysia,22/10/2021,New_case,181.797
Malaysia,23/10/2021,New_case,174.721
Malaysia,24/10/2021,New_case,172.705
Malaysia,25/10/2021,New_case,169.96
Malaysia,26/10/2021,New_case,169.88
Malaysia,27/10/2021,New_case,172.54
Malaysia,28/10/2021,New_case,173.243
Malaysia,29/10/2021,New_case,170.844
Malaysia,30/10/2021,New_case,170.954
Malaysia,31/10/2021,New_case,168.062
Malaysia,01/11/2021,New_case,167.405
Malaysia,02/11/2021,New_case,164.648
Malaysia,03/11/2021,New_case,161.041
Malaysia,04/11/2021,New_case,158.246
Malaysia,05/11/2021,New_case,153.455
Malaysia,06/11/2021,New_case,148.602
Malaysia,07/11/2021,New_case,145.925
Malaysia,08/11/2021,New_case,145.575
Malaysia,09/11/2021,New_case,146.973
Malaysia,10/11/2021,New_case,150.98
Malaysia,11/11/2021,New_case,153.548
Malaysia,12/11/2021,New_case,160.262
Malaysia,13/11/2021,New_case,164.926
Malaysia,14/11/2021,New_case,168.373
Malaysia,15/11/2021,New_case,170.899
Malaysia,16/11/2021,New_case,170.941
Malaysia,17/11/2021,New_case,171.13
Malaysia,18/11/2021,New_case,171.37
Malaysia,19/11/2021,New_case,170.688
Malaysia,20/11/2021,New_case,170.899
Malaysia,21/11/2021,New_case,169.602
Malaysia,22/11/2021,New_case,168.516
Malaysia,23/11/2021,New_case,169.278
Malaysia,24/11/2021,New_case,167.035
Malaysia,25/11/2021,New_case,166.041
Malaysia,26/11/2021,New_case,162.446
Malaysia,27/11/2021,New_case,159.239
Malaysia,28/11/2021,New_case,156.65
Malaysia,29/11/2021,New_case,153.291
Malaysia,30/11/2021,New_case,150.281
Malaysia,01/12/2021,New_case,148.951
Malaysia,02/12/2021,New_case,147.529
Malaysia,03/12/2021,New_case,147.739
Malaysia,04/12/2021,New_case,146.893
Malaysia,05/12/2021,New_case,147.141
Malaysia,06/12/2021,New_case,147.878
Malaysia,07/12/2021,New_case,148.24
Malaysia,08/12/2021,New_case,146.476
Malaysia,09/12/2021,New_case,144.961
Malaysia,10/12/2021,New_case,142.886
Malaysia,11/12/2021,New_case,141.749
Malaysia,12/12/2021,New_case,138.348
Malaysia,13/12/2021,New_case,135.157
Malaysia,14/12/2021,New_case,131.504
Malaysia,15/12/2021,New_case,126.789
Malaysia,16/12/2021,New_case,121.805
Malaysia,17/12/2021,New_case,118.876
Malaysia,18/12/2021,New_case,116.59
Malaysia,19/12/2021,New_case,114.982
Malaysia,20/12/2021,New_case,111.131
Malaysia,21/12/2021,New_case,107.102
Malaysia,22/12/2021,New_case,105.498
Malaysia,23/12/2021,New_case,102.333
Malaysia,24/12/2021,New_case,98.822
Malaysia,25/12/2021,New_case,94.937
Malaysia,26/12/2021,New_case,93.548
Malaysia,27/12/2021,New_case,94.255
Malaysia,28/12/2021,New_case,93.232
Malaysia,29/12/2021,New_case,93.923
Malaysia,30/12/2021,New_case,95.973
Malaysia,31/12/2021,New_case,96.162
Malaysia,01/01/2022,New_case,97.113
Malaysia,02/01/2022,New_case,97.551
Malaysia,03/01/2022,New_case,97.269
Malaysia,04/01/2022,New_case,97.038
Malaysia,05/01/2022,New_case,95.299
Malaysia,06/01/2022,New_case,93.388
Malaysia,07/01/2022,New_case,92.58
Malaysia,08/01/2022,New_case,92.012
Malaysia,09/01/2022,New_case,92.037
Malaysia,10/01/2022,New_case,91.831
Malaysia,11/01/2022,New_case,93.232
Malaysia,12/01/2022,New_case,92.929
Malaysia,13/01/2022,New_case,93.523
Malaysia,14/01/2022,New_case,93.376
Malaysia,15/01/2022,New_case,92.631
Malaysia,16/01/2022,New_case,93.144
Malaysia,17/01/2022,New_case,91.885
Malaysia,18/01/2022,New_case,92.18
Malaysia,19/01/2022,New_case,92.311
Malaysia,20/01/2022,New_case,92.647
Malaysia,21/01/2022,New_case,95.594
Malaysia,22/01/2022,New_case,99.98
Malaysia,23/01/2022,New_case,103.541
Malaysia,24/01/2022,New_case,107.212
Malaysia,25/01/2022,New_case,110.667
Malaysia,26/01/2022,New_case,117.045
Malaysia,27/01/2022,New_case,124.095
Malaysia,28/01/2022,New_case,130.308
Malaysia,29/01/2022,New_case,134.614
Malaysia,30/01/2022,New_case,139.072
Malaysia,31/01/2022,New_case,145.639
Malaysia,01/02/2022,New_case,151.953
Malaysia,02/02/2022,New_case,156.128
Malaysia,03/02/2022,New_case,157.311
Malaysia,04/02/2022,New_case,164.517
Malaysia,05/02/2022,New_case,181.262
Malaysia,06/02/2022,New_case,203.041
Malaysia,07/02/2022,New_case,229.392
Malaysia,08/02/2022,New_case,264.657
Malaysia,09/02/2022,New_case,312.635
Malaysia,10/02/2022,New_case,368.914
Malaysia,11/02/2022,New_case,426.603
Malaysia,12/02/2022,New_case,484.208
Malaysia,13/02/2022,New_case,530.439
Malaysia,14/02/2022,New_case,573.715
Malaysia,15/02/2022,New_case,608.185
Malaysia,16/02/2022,New_case,653.212
Malaysia,17/02/2022,New_case,685.249
Malaysia,18/02/2022,New_case,714.163
Malaysia,19/02/2022,New_case,739.516
Malaysia,20/02/2022,New_case,763.762
Malaysia,21/02/2022,New_case,779.69
Malaysia,22/02/2022,New_case,800.93
Malaysia,23/02/2022,New_case,815.107
Malaysia,24/02/2022,New_case,837.707
Malaysia,25/02/2022,New_case,849.645
Malaysia,26/02/2022,New_case,843.221
Malaysia,27/02/2022,New_case,833.262
Malaysia,28/02/2022,New_case,824.848
Malaysia,01/03/2022,New_case,819.27
Malaysia,02/03/2022,New_case,803.7
Malaysia,03/03/2022,New_case,805.371
Malaysia,04/03/2022,New_case,816.168
Malaysia,05/03/2022,New_case,841.874
Malaysia,06/03/2022,New_case,854.372
Malaysia,07/03/2022,New_case,870.182
Malaysia,08/03/2022,New_case,893.906
Malaysia,09/03/2022,New_case,905.465
Malaysia,10/03/2022,New_case,898.393
Malaysia,11/03/2022,New_case,896.671
Malaysia,12/03/2022,New_case,866.549
Malaysia,13/03/2022,New_case,845.924
Malaysia,14/03/2022,New_case,825.61
Malaysia,15/03/2022,New_case,804.748
Malaysia,16/03/2022,New_case,796.548
Malaysia,17/03/2022,New_case,780.624
Malaysia,18/03/2022,New_case,744.597
Malaysia,19/03/2022,New_case,728.142
Malaysia,20/03/2022,New_case,713.704
Malaysia,21/03/2022,New_case,696.017
Malaysia,22/03/2022,New_case,674.756
Malaysia,23/03/2022,New_case,650.312
Malaysia,24/03/2022,New_case,638.997
Malaysia,25/03/2022,New_case,628.886
Malaysia,26/03/2022,New_case,622.918
Malaysia,27/03/2022,New_case,613.48
Malaysia,28/03/2022,New_case,594.572
Malaysia,29/03/2022,New_case,568.188
Malaysia,30/03/2022,New_case,540.617
Malaysia,31/03/2022,New_case,516.388
Malaysia,01/04/2022,New_case,498.023
Malaysia,02/04/2022,New_case,471.794
Malaysia,03/04/2022,New_case,452.924
Malaysia,04/04/2022,New_case,438.89
Malaysia,05/04/2022,New_case,425.429
Malaysia,06/04/2022,New_case,409.282
Malaysia,07/04/2022,New_case,381.643
Malaysia,08/04/2022,New_case,370.985
Malaysia,09/04/2022,New_case,351.98
Malaysia,10/04/2022,New_case,334.015
Malaysia,11/04/2022,New_case,324.489
Malaysia,12/04/2022,New_case,311.798
Malaysia,13/04/2022,New_case,303.156
Malaysia,14/04/2022,New_case,296.501
Malaysia,15/04/2022,New_case,274.314
Malaysia,16/04/2022,New_case,272.327
Malaysia,17/04/2022,New_case,266.059
Malaysia,18/04/2022,New_case,263.538
Malaysia,19/04/2022,New_case,251.192
Malaysia,20/04/2022,New_case,238.21
Malaysia,21/04/2022,New_case,219.209
Malaysia,22/04/2022,New_case,205.188
Malaysia,23/04/2022,New_case,188.01
Malaysia,24/04/2022,New_case,176.994
Malaysia,25/04/2022,New_case,157.37
Malaysia,26/04/2022,New_case,145.971
Malaysia,27/04/2022,New_case,131.251
Malaysia,28/04/2022,New_case,118.775
Malaysia,29/04/2022,New_case,102.935
Malaysia,30/04/2022,New_case,88.131
Malaysia,01/05/2022,New_case,77.595
Malaysia,02/05/2022,New_case,72.855
Malaysia,03/05/2022,New_case,62.589
Malaysia,04/05/2022,New_case,52.415
Malaysia,05/05/2022,New_case,45.44
Malaysia,06/05/2022,New_case,39.85
Malaysia,07/05/2022,New_case,36.756
Malaysia,08/05/2022,New_case,39.492
Malaysia,09/05/2022,New_case,43.255
Malaysia,10/05/2022,New_case,50.339
Malaysia,11/05/2022,New_case,59.882
Malaysia,12/05/2022,New_case,68.856
Malaysia,13/05/2022,New_case,76.34
Malaysia,14/05/2022,New_case,80.554
Malaysia,15/05/2022,New_case,80.916
Malaysia,16/05/2022,New_case,78.605
Malaysia,17/05/2022,New_case,73.823
Malaysia,18/05/2022,New_case,68.334
Malaysia,19/05/2022,New_case,62.921
Malaysia,20/05/2022,New_case,58.855
Malaysia,21/05/2022,New_case,57.386
Malaysia,22/05/2022,New_case,55.597
Malaysia,23/05/2022,New_case,54.953
Malaysia,24/05/2022,New_case,56.843
Malaysia,25/05/2022,New_case,58.581
Malaysia,26/05/2022,New_case,57.407
Malaysia,27/05/2022,New_case,56.624
Malaysia,28/05/2022,New_case,55.029
Malaysia,29/05/2022,New_case,52.255
Malaysia,30/05/2022,New_case,51.333
Malaysia,31/05/2022,New_case,49.367
Malaysia,01/06/2022,New_case,46.753
Malaysia,02/06/2022,New_case,46.888
Malaysia,03/06/2022,New_case,46.749
Malaysia,04/06/2022,New_case,46.522
Malaysia,05/06/2022,New_case,47.376
Malaysia,06/06/2022,New_case,47.397
Malaysia,07/06/2022,New_case,46.037
Malaysia,08/06/2022,New_case,44.813
Malaysia,09/06/2022,New_case,44.855
Malaysia,10/06/2022,New_case,37.093
Malaysia,11/06/2022,New_case,46.707
Malaysia,12/06/2022,New_case,47.603
Malaysia,13/06/2022,New_case,50.811
Malaysia,14/06/2022,New_case,54.153
Malaysia,15/06/2022,New_case,57.529
Malaysia,16/06/2022,New_case,58.143
Malaysia,17/06/2022,New_case,67.109
Malaysia,18/06/2022,New_case,59.751
Malaysia,19/06/2022,New_case,60.252
Malaysia,20/06/2022,New_case,60.257
Malaysia,21/06/2022,New_case,60.252
Malaysia,22/06/2022,New_case,60.694
Malaysia,23/06/2022,New_case,63.906
Malaysia,24/06/2022,New_case,65.514
Malaysia,25/06/2022,New_case,66.251
Malaysia,26/06/2022,New_case,67.568
Malaysia,27/06/2022,New_case,66.731
Malaysia,28/06/2022,New_case,67.168
Malaysia,29/06/2022,New_case,67.926
Malaysia,30/06/2022,New_case,68.225
Malaysia,01/07/2022,New_case,69.323
Malaysia,02/07/2022,New_case,70.271
Malaysia,03/07/2022,New_case,61.839
Malaysia,04/07/2022,New_case,64.542
Malaysia,05/07/2022,New_case,64.091
Malaysia,06/07/2022,New_case,65.468
Malaysia,07/07/2022,New_case,68.389
Malaysia,08/07/2022,New_case,73.638
Malaysia,09/07/2022,New_case,78.108
Malaysia,10/07/2022,New_case,89.89
Malaysia,11/07/2022,New_case,92.955
Malaysia,12/07/2022,New_case,95.055
Malaysia,13/07/2022,New_case,92.584
Malaysia,14/07/2022,New_case,94.154
Malaysia,15/07/2022,New_case,94.483
Malaysia,16/07/2022,New_case,101.306
Malaysia,17/07/2022,New_case,110.769
Malaysia,18/07/2022,New_case,113.681
Malaysia,19/07/2022,New_case,116.472
Malaysia,20/07/2022,New_case,123.026
Malaysia,21/07/2022,New_case,130.397
Malaysia,22/07/2022,New_case,132.455
Malaysia,23/07/2022,New_case,126.857
Malaysia,24/07/2022,New_case,125.884
Malaysia,25/07/2022,New_case,120.681
Malaysia,26/07/2022,New_case,121.608
Malaysia,27/07/2022,New_case,125.215
Malaysia,28/07/2022,New_case,120.24
Malaysia,29/07/2022,New_case,117.457
Malaysia,30/07/2022,New_case,121.582
Malaysia,31/07/2022,New_case,119.288
Malaysia,01/08/2022,New_case,119.553
Malaysia,02/08/2022,New_case,119.187
Malaysia,03/08/2022,New_case,116.851
Malaysia,04/08/2022,New_case,120.332
Malaysia,05/08/2022,New_case,122.382
Malaysia,06/08/2022,New_case,101.925
Malaysia,07/08/2022,New_case,120.193
Malaysia,08/08/2022,New_case,119.962
Malaysia,09/08/2022,New_case,118.488
Malaysia,10/08/2022,New_case,113.77
Malaysia,11/08/2022,New_case,111.943
Malaysia,12/08/2022,New_case,113.702
Malaysia,13/08/2022,New_case,130.3
Malaysia,14/08/2022,New_case,112.296
Malaysia,15/08/2022,New_case,113.631
Malaysia,16/08/2022,New_case,111.838
Malaysia,17/08/2022,New_case,113.294
Malaysia,18/08/2022,New_case,107.485
Malaysia,19/08/2022,New_case,104.286
Malaysia,20/08/2022,New_case,102.379
Malaysia,21/08/2022,New_case,95.914
Malaysia,22/08/2022,New_case,93.468
Malaysia,23/08/2022,New_case,91.957
Malaysia,24/08/2022,New_case,88.981
Malaysia,25/08/2022,New_case,85.277
Malaysia,26/08/2022,New_case,81.636
Malaysia,27/08/2022,New_case,80.07
Malaysia,28/08/2022,New_case,78.778
Malaysia,29/08/2022,New_case,77.628
Malaysia,30/08/2022,New_case,77.073
Malaysia,31/08/2022,New_case,74.64
Malaysia,01/09/2022,New_case,73.394
Malaysia,02/09/2022,New_case,69.816
Malaysia,03/09/2022,New_case,66.491
Malaysia,04/09/2022,New_case,65.451
Malaysia,05/09/2022,New_case,64.243
Malaysia,06/09/2022,New_case,62.306
Malaysia,07/09/2022,New_case,61.982
Malaysia,08/09/2022,New_case,62.353
Malaysia,09/09/2022,New_case,61.806
Malaysia,10/09/2022,New_case,60.383
Malaysia,11/09/2022,New_case,59.234
Malaysia,12/09/2022,New_case,57.462
Malaysia,13/09/2022,New_case,58.981
Malaysia,14/09/2022,New_case,58.455
Malaysia,15/09/2022,New_case,58.468
Malaysia,16/09/2022,New_case,59.095
Malaysia,17/09/2022,New_case,50.718
Malaysia,18/09/2022,New_case,57.361
Malaysia,19/09/2022,New_case,58.017
Malaysia,20/09/2022,New_case,55.744
Malaysia,21/09/2022,New_case,54.587
Malaysia,22/09/2022,New_case,53.24
Malaysia,23/09/2022,New_case,52.692
Malaysia,24/09/2022,New_case,61.406
Malaysia,25/09/2022,New_case,54.566
Malaysia,26/09/2022,New_case,54.435
Malaysia,27/09/2022,New_case,53.926
Malaysia,28/09/2022,New_case,53.442
Malaysia,29/09/2022,New_case,54.848
Malaysia,30/09/2022,New_case,53.256
Malaysia,01/10/2022,New_case,52.991
Malaysia,02/10/2022,New_case,51.737
Malaysia,03/10/2022,New_case,50.693
Malaysia,04/10/2022,New_case,50.937
Malaysia,05/10/2022,New_case,50.647
Malaysia,06/10/2022,New_case,47.603
Malaysia,07/10/2022,New_case,47.296
Malaysia,08/10/2022,New_case,46.374
Malaysia,09/10/2022,New_case,46.378
Malaysia,10/10/2022,New_case,46.77
Malaysia,11/10/2022,New_case,46.757
Malaysia,12/10/2022,New_case,45.949
Malaysia,13/10/2022,New_case,45.553
Malaysia,14/10/2022,New_case,46.799
Malaysia,15/10/2022,New_case,48.664
Malaysia,16/10/2022,New_case,50.331
Malaysia,17/10/2022,New_case,51.421
Malaysia,18/10/2022,New_case,51.291
Malaysia,19/10/2022,New_case,53.741
Malaysia,20/10/2022,New_case,56.548
Malaysia,21/10/2022,New_case,58.531
Malaysia,22/10/2022,New_case,58.636
Malaysia,23/10/2022,New_case,61.141
Malaysia,24/10/2022,New_case,62.58
Malaysia,25/10/2022,New_case,64.798
Malaysia,26/10/2022,New_case,64.251
Malaysia,27/10/2022,New_case,63.582
Malaysia,28/10/2022,New_case,64.428
Malaysia,29/10/2022,New_case,68.355
Malaysia,30/10/2022,New_case,70.506
Malaysia,31/10/2022,New_case,75.734
Malaysia,01/11/2022,New_case,80.684
Malaysia,02/11/2022,New_case,85.609
Malaysia,03/11/2022,New_case,93.325
Malaysia,04/11/2022,New_case,101.529
Malaysia,05/11/2022,New_case,106.458
Malaysia,06/11/2022,New_case,112.738
Malaysia,07/11/2022,New_case,115.336
Malaysia,08/11/2022,New_case,113.686
Malaysia,09/11/2022,New_case,117.339
Malaysia,10/11/2022,New_case,114.384
Malaysia,11/11/2022,New_case,109.017
Malaysia,12/11/2022,New_case,102.796
Malaysia,13/11/2022,New_case,97.004
Malaysia,14/11/2022,New_case,89.937
Malaysia,15/11/2022,New_case,86.687
Malaysia,16/11/2022,New_case,82.776
Malaysia,17/11/2022,New_case,82.932
Malaysia,18/11/2022,New_case,83.021
Malaysia,19/11/2022,New_case,83.673
Malaysia,20/11/2022,New_case,80.327
Malaysia,21/11/2022,New_case,77.797
Malaysia,22/11/2022,New_case,79.363
Malaysia,23/11/2022,New_case,77.948
Malaysia,24/11/2022,New_case,78.929
Malaysia,25/11/2022,New_case,76.488
Malaysia,26/11/2022,New_case,76.433
Malaysia,27/11/2022,New_case,78.319
Malaysia,28/11/2022,New_case,79.956
Malaysia,29/11/2022,New_case,81.404
Malaysia,30/11/2022,New_case,77.852
Malaysia,01/12/2022,New_case,70.275
Malaysia,02/12/2022,New_case,68.162
Malaysia,03/12/2022,New_case,63.287
Malaysia,04/12/2022,New_case,61.279
Malaysia,05/12/2022,New_case,59.091
Malaysia,06/12/2022,New_case,55.348
Malaysia,07/12/2022,New_case,55.252
Malaysia,08/12/2022,New_case,55.02
Malaysia,09/12/2022,New_case,51.825
Malaysia,10/12/2022,New_case,49.085
Malaysia,11/12/2022,New_case,46.037
Malaysia,12/12/2022,New_case,43.365
Malaysia,13/12/2022,New_case,40.136
Malaysia,14/12/2022,New_case,37.572
Malaysia,15/12/2022,New_case,35.716
Malaysia,16/12/2022,New_case,33.801
Malaysia,17/12/2022,New_case,32.866
Malaysia,18/12/2022,New_case,30.513
Malaysia,19/12/2022,New_case,30.429
Malaysia,20/12/2022,New_case,30.059
Malaysia,21/12/2022,New_case,29.116
Malaysia,22/12/2022,New_case,28.034
Malaysia,23/12/2022,New_case,26.759
Malaysia,24/12/2022,New_case,28.043
Malaysia,25/12/2022,New_case,26.477
Malaysia,26/12/2022,New_case,23.808
Malaysia,27/12/2022,New_case,22.794
Malaysia,28/12/2022,New_case,21.139
Malaysia,29/12/2022,New_case,19.018
Malaysia,30/12/2022,New_case,18.264
Malaysia,31/12/2022,New_case,15.255
